base_hh_id,settlement,state_name,district_name,tehsil_name,village_name,children_home,children_school,relationship,rationcard_1,rationcard_2,rationcard_3,rationcard_4,rationcard_99,rationcard_66,mother_edu,mother_edu_os,father_edu,father_edu_os,guardian_edu,guardian_edu_os,have_electricity,electricity_hours,electricity_devices_1,electricity_devices_2,electricity_devices_3,electricity_devices_4,electricity_devices_5,electricity_devices_6,electricity_devices_7,electricity_devices_8,electricity_devices_9,electricity_devices_66,electricity_devices_88,electricity_devices_os,smartphonebrand_1,smartphonebrand_2,smartphonebrand_3,smartphonebrand_4,smartphonebrand_5,smartphonebrand_6,smartphonebrand_7,smartphonebrand_8,smartphonebrand_9,smartphonebrand_10,smartphonebrand_11,smartphonebrand_12,smartphonebrand_13,smartphonebrand_88,smartphonebrand_99,smartphonebrand_os,smartphduration_1,smartphduration_2,smartphduration_3,smartphduration_4,smartphduration_5,smartphduration_6,smartphduration_7,featurephduration_1,featurephduration_2,featurephduration_3,featurephduration_4,featurephduration_5,featurephduration_6,featurephduration_7,prevent_smartphone_1,prevent_smartphone_2,prevent_smartphone_3,prevent_smartphone_4,prevent_smartphone_5,prevent_smartphone_6,prevent_smartphone_7,prevent_smartphone_8,prevent_smartphone_9,prevent_smartphone_88,prevent_smartphone_os,knowedutech,buysmartphone,advocateonlinelearning,parent_abletouse_1,parent_abletouse_2,parent_abletouse_3,parent_abletouse_66,e1,e2,base_weight
Odisha447,Rural,Odisha,Rayagada,Gudari,Ambabadi,3,3,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,22,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,No,No,Yes,No,No,No,No,60000,.27745381
Odisha492,Rural,Odisha,Rayagada,Gudari,Ambabadi,2,1,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,23,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,72000,.27745381
Odisha709,Rural,Odisha,Rayagada,Gudari,Ambabadi,3,2,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,23,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,No,"I haven't used, so can't comment on this",Yes,No,No,No,No,72000,.27745381
Odisha741,Rural,Odisha,Rayagada,Gudari,Ambabadi,3,2,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,62000,.27745381
Odisha959,Rural,Odisha,Rayagada,Gudari,Asada,2,1,Mother,No,No,No,Yes,No,No,"Did not attend school, but can read and write",,no more alive,,,,Yes,23,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,65000,.82158661
Odisha195,Rural,Odisha,Rayagada,Gudari,Asada,4,3,Father,No,No,No,Yes,No,No,1st to 5th grade,,9th to 12th grade,,,,Yes,23,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,89000,.82158661
Odisha365,Rural,Odisha,Rayagada,Gudari,Asada,1,1,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,68000,.82158661
Odisha436,Rural,Odisha,Rayagada,Gudari,Asada,2,1,Mother,No,No,No,Yes,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,21,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,70000,.82158661
Odisha818,Rural,Odisha,Rayagada,Gudari,Asada,2,1,Mother,No,No,No,Yes,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,23,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,78000,.82158661
Odisha515,Rural,Odisha,Rayagada,Gudari,Asada,2,1,Mother,No,No,No,No,No,Yes,6th to 8th grade,,9th to 12th grade,,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,93000,.82158661
Odisha477,Rural,Odisha,Rayagada,Gudari,Badagoratha,3,1,Father,No,No,No,Yes,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,21,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,No,No,No,65000,.37712172
Odisha336,Rural,Odisha,Rayagada,Gudari,Badagoratha,2,1,Father,No,No,No,Yes,No,No,6th to 8th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,21,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,130000,.37712172
Odisha17,Rural,Odisha,Rayagada,Gudari,Badagoratha,3,2,Father,No,No,No,Yes,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,22,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,,96000,.37712172
Odisha941,Rural,Odisha,Rayagada,Gudari,Badagoratha,2,2,Father,No,No,No,Yes,No,No,1st to 5th grade,,9th to 12th grade,,,,Yes,22,No,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,62000,.37712172
Odisha880,Rural,Odisha,Rayagada,Gudari,Badagoratha,3,3,Father,No,No,No,Yes,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,21,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,No,83000,.37712172
Odisha597,Rural,Odisha,Rayagada,Gudari,Badagoratha,5,2,Father,No,No,No,Yes,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,No,110000,.37712172
Odisha960,Rural,Odisha,Rayagada,Gudari,Badapankala,5,2,Father,No,No,No,Yes,No,No,Cannot read and write,,1st to 5th grade,,,,Yes,21,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,Yes,63000,.29092246
Odisha824,Rural,Odisha,Rayagada,Gudari,Badapankala,5,1,Father,No,No,No,Yes,No,No,Cannot read and write,,1st to 5th grade,,,,Yes,22,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,Yes,45000,.29092246
Odisha1001,Rural,Odisha,Rayagada,Gudari,Badapankala,2,1,Father,No,No,No,Yes,No,No,Cannot read and write,,1st to 5th grade,,,,Yes,22,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,Yes,120000,.29092246
Odisha872,Rural,Odisha,Rayagada,Gudari,Badapankala,1,1,Father,No,No,No,Yes,No,No,Cannot read and write,,1st to 5th grade,,,,Yes,23,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,No,"I haven't used, so can't comment on this",Yes,No,No,No,Yes,52000,.29092246
Odisha864,Rural,Odisha,Rayagada,Gudari,Badapankala,4,3,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,21,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,Yes,40000,.29092246
Odisha668,Rural,Odisha,Rayagada,Gudari,Badapankala,4,2,Mother,No,No,No,Yes,No,No,Cannot read and write,,6th to 8th grade,,,,Yes,22,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,No,"I haven't used, so can't comment on this",Yes,No,No,No,Yes,68000,.29092246
Odisha873,Urban,Odisha,Rayagada,Gudari,Gudari,2,2,Father,No,No,No,Yes,No,No,9th to 12th grade,,1st to 5th grade,,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,132000,.10316104
Odisha656,Urban,Odisha,Rayagada,Gudari,Gudari,2,2,Mother,No,No,No,Yes,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,140000,.10316104
Odisha984,Urban,Odisha,Rayagada,Gudari,Gudari,2,2,Mother,No,No,No,No,No,Yes,6th to 8th grade,,9th to 12th grade,,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,140000,.10316104
Odisha22,Urban,Odisha,Rayagada,Gudari,Gudari,2,2,Mother,No,No,No,Yes,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,252000,.10316104
Odisha449,Urban,Odisha,Rayagada,Gudari,Gudari,2,2,Mother,No,No,No,No,No,Yes,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,150000,.10316104
Odisha692,Urban,Odisha,Rayagada,Gudari,Gudari,2,1,Mother,No,No,No,No,No,Yes,6th to 8th grade,,9th to 12th grade,,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,130000,.10316104
Odisha48,Urban,Odisha,Rayagada,Gudari,Gudari,2,2,Father,No,No,No,Yes,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,144000,.10316104
Odisha549,Urban,Odisha,Rayagada,Gudari,Gudari,1,1,Mother,No,No,No,Yes,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,120000,.10316104
Odisha812,Urban,Odisha,Rayagada,Gudari,Gudari,2,2,Father,No,No,No,No,No,Yes,no more alive,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,192000,.10316104
Odisha262,Urban,Odisha,Rayagada,Gudari,Gudari,3,3,Father,No,No,No,Yes,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,168000,.10316104
Odisha518,Rural,Odisha,Rayagada,Gudari,Jalanidhi,2,2,Mother,No,No,No,Yes,No,No,"Did not attend school, but can read and write",,1st to 5th grade,,,,Yes,22,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,96000,.49833938
Odisha756,Rural,Odisha,Rayagada,Gudari,Jalanidhi,3,2,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,23,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,No,96000,.49833938
Odisha32,Rural,Odisha,Rayagada,Gudari,Jalanidhi,3,2,Mother,No,No,No,Yes,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,23,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,"I haven't used, so can't comment on this",Yes,No,No,No,No,60000,.49833938
Odisha316,Rural,Odisha,Rayagada,Gudari,Jalanidhi,2,2,Mother,No,No,No,Yes,No,No,"Did not attend school, but can read and write",,6th to 8th grade,,,,Yes,23,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,No,110000,.49833938
Odisha410,Rural,Odisha,Rayagada,Gudari,Jalanidhi,3,1,Mother,No,No,No,Yes,No,No,"Did not attend school, but can read and write",,1st to 5th grade,,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,120000,.49833938
Odisha621,Rural,Odisha,Rayagada,Gudari,Jalanidhi,2,1,Mother,No,No,No,Yes,No,No,Cannot read and write,,1st to 5th grade,,,,Yes,23,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,85000,.49833938
Odisha612,Rural,Odisha,Rayagada,Gudari,Kadima,5,1,Father,No,No,No,Yes,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,21,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,72000,.29361618
Odisha830,Rural,Odisha,Rayagada,Gudari,Kadima,3,3,Mother,No,No,No,No,No,Yes,1st to 5th grade,,1st to 5th grade,,,,Yes,21,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,Yes,83000,.29361618
Odisha571,Rural,Odisha,Rayagada,Gudari,Kadima,2,2,Father,No,No,No,Yes,No,No,9th to 12th grade,,6th to 8th grade,,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,144000,.29361618
Odisha546,Rural,Odisha,Rayagada,Gudari,Kadima,3,3,Mother,No,No,No,Yes,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,96000,.29361618
Odisha608,Rural,Odisha,Rayagada,Gudari,Kadima,4,4,Father,No,No,No,Yes,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,21,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,122000,.29361618
Odisha299,Rural,Odisha,Rayagada,Gudari,Kadima,4,3,Father,No,No,No,No,No,Yes,9th to 12th grade,,1st to 5th grade,,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,114000,.29361618
Odisha192,Rural,Odisha,Rayagada,Gudari,Panganapadar,3,3,Mother,No,No,No,Yes,No,No,6th to 8th grade,,Cannot read and write,,,,Yes,23,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,108000,.315166
Odisha177,Rural,Odisha,Rayagada,Gudari,Panganapadar,2,1,Mother,No,No,No,Yes,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,23,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,63000,.315166
Odisha795,Rural,Odisha,Rayagada,Gudari,Panganapadar,2,2,Mother,No,No,No,Yes,No,No,Cannot read and write,,6th to 8th grade,,,,No,,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,Yes,Yes,"I haven't used, so can't comment on this",Yes,No,No,No,No,120000,.315166
Odisha921,Rural,Odisha,Rayagada,Gudari,Panganapadar,2,1,Mother,No,No,No,Yes,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,22,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,No,Yes,Yes,No,No,No,,96000,.315166
Odisha231,Rural,Odisha,Rayagada,Gudari,Panganapadar,2,2,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,22,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,No,42000,.315166
Odisha57,Rural,Odisha,Rayagada,Gudari,Panganapadar,2,2,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,23,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,65000,.315166
Odisha349,Rural,Odisha,Rayagada,Gunupur,Antarjholi,3,3,Mother,No,No,No,Yes,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,22,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,125000,.41118428
Odisha942,Rural,Odisha,Rayagada,Gunupur,Antarjholi,2,2,Mother,No,No,No,Yes,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,22,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,No,84000,.41118428
Odisha103,Rural,Odisha,Rayagada,Gunupur,Antarjholi,3,2,Father,No,No,No,Yes,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,22,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,,95000,.41118428
Odisha352,Rural,Odisha,Rayagada,Gunupur,Antarjholi,2,2,Mother,No,No,No,Yes,No,No,1st to 5th grade,,9th to 12th grade,,,,Yes,22,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,No,67500,.41118428
Odisha9,Rural,Odisha,Rayagada,Gunupur,Antarjholi,3,3,Mother,No,No,No,Yes,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,23,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,No,65000,.41118428
Odisha407,Rural,Odisha,Rayagada,Gunupur,Antarjholi,5,5,Mother,No,No,No,Yes,No,No,Cannot read and write,,Cannot read and write,,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,72000,.41118428
Odisha832,Rural,Odisha,Rayagada,Gunupur,Dambasara,1,1,Father,No,No,No,Yes,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,22,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,"I haven't used, so can't comment on this",Yes,No,No,No,Yes,89000,1.559074
Odisha776,Rural,Odisha,Rayagada,Gunupur,Dambasara,2,1,Mother,No,No,No,Yes,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,112000,1.559074
Odisha142,Rural,Odisha,Rayagada,Gunupur,Dambasara,2,2,Legal Guardian,No,No,No,Yes,No,No,,,,,6th to 8th grade,,Yes,22,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,86000,1.559074
Odisha647,Rural,Odisha,Rayagada,Gunupur,Dambasara,3,1,Mother,No,No,No,Yes,No,No,6th to 8th grade,,no more alive,,,,Yes,22,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,152000,1.559074
Odisha752,Rural,Odisha,Rayagada,Gunupur,Dambasara,2,2,Father,No,No,No,Yes,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,22,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,145000,1.559074
Odisha454,Rural,Odisha,Rayagada,Gunupur,Dambasara,2,1,Father,No,No,No,Yes,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,21,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,,144000,1.559074
Odisha491,Rural,Odisha,Rayagada,Gunupur,Gomopadu,3,1,Mother,No,No,No,Yes,No,No,Cannot read and write,,no more alive,,,,Yes,22,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,No,"I haven't used, so can't comment on this",Yes,No,No,No,Yes,40000,.27901796
